DataZone,IntZone,CA,HSCP,HB,SIMD2012Rank,SIMD2012CountryDecile,SIMD2012CountryQuintile,SIMD2012HBDecile,SIMD2012HBQuintile,SIMD2012HSCPDecile,SIMD2012HSCPQuintile,SIMD2012CADecile,SIMD2012CAQuintile,SIMD2012Most15pc,SIMD2012Least15pc
S01000288,S02000051,S12000034,S37000002,S08000020,6028,10,5,9,5,10,5,10,5,0,1
S01000289,S02000051,S12000034,S37000002,S08000020,4831,8,4,6,3,5,3,5,3,0,0
S01000290,S02000051,S12000034,S37000002,S08000020,2674,4,2,2,1,1,1,1,1,0,0
S01000291,S02000052,S12000034,S37000002,S08000020,6060,10,5,9,5,10,5,10,5,0,1
S01000292,S02000052,S12000034,S37000002,S08000020,5558,9,5,8,4,9,5,9,5,0,1
S01000293,S02000051,S12000034,S37000002,S08000020,4587,7,4,6,3,5,3,5,3,0,0
S01000294,S02000052,S12000034,S37000002,S08000020,6323,10,5,10,5,10,5,10,5,0,1
S01000295,S02000052,S12000034,S37000002,S08000020,6395,10,5,10,5,10,5,10,5,0,1
S01000296,S02000052,S12000034,S37000002,S08000020,6412,10,5,10,5,10,5,10,5,0,1
S01000297,S02000052,S12000034,S37000002,S08000020,5257,9,5,7,4,7,4,7,4,0,0
S01000298,S02000052,S12000034,S37000002,S08000020,6229,10,5,10,5,10,5,10,5,0,1
S01000299,S02000054,S12000034,S37000002,S08000020,5264,9,5,7,4,7,4,7,4,0,0
S01000300,S02000053,S12000034,S37000002,S08000020,5113,8,4,7,4,7,4,7,4,0,0
S01000301,S02000056,S12000034,S37000002,S08000020,5438,9,5,8,4,8,4,8,4,0,0
S01000302,S02000054,S12000034,S37000002,S08000020,4688,8,4,6,3,5,3,5,3,0,0
S01000303,S02000056,S12000034,S37000002,S08000020,4645,8,4,6,3,5,3,5,3,0,0
S01000304,S02000055,S12000034,S37000002,S08000020,5905,10,5,9,5,9,5,9,5,0,1
S01000305,S02000055,S12000034,S37000002,S08000020,4755,8,4,6,3,5,3,5,3,0,0
S01000306,S02000061,S12000034,S37000002,S08000020,5178,8,4,7,4,7,4,7,4,0,0
S01000307,S02000055,S12000034,S37000002,S08000020,5387,9,5,8,4,8,4,8,4,0,0
S01000308,S02000053,S12000034,S37000002,S08000020,5271,9,5,7,4,7,4,7,4,0,0
S01000309,S02000054,S12000034,S37000002,S08000020,5013,8,4,7,4,6,3,6,3,0,0
S01000310,S02000058,S12000034,S37000002,S08000020,6160,10,5,9,5,10,5,10,5,0,1
S01000311,S02000057,S12000034,S37000002,S08000020,6022,10,5,9,5,9,5,9,5,0,1
S01000312,S02000056,S12000034,S37000002,S08000020,5319,9,5,7,4,8,4,8,4,0,0
S01000314,S02000058,S12000034,S37000002,S08000020,5700,9,5,8,4,9,5,9,5,0,1
S01000315,S02000057,S12000034,S37000002,S08000020,6372,10,5,10,5,10,5,10,5,0,1
S01000316,S02000056,S12000034,S37000002,S08000020,4227,7,4,5,3,4,2,4,2,0,0
S01000317,S02000057,S12000034,S37000002,S08000020,4381,7,4,5,3,4,2,4,2,0,0
S01000318,S02000057,S12000034,S37000002,S08000020,6503,10,5,10,5,10,5,10,5,0,1
S01000319,S02000058,S12000034,S37000002,S08000020,5740,9,5,8,4,9,5,9,5,0,1
S01000320,S02000058,S12000034,S37000002,S08000020,6220,10,5,10,5,10,5,10,5,0,1
S01000321,S02000059,S12000034,S37000002,S08000020,5652,9,5,8,4,9,5,9,5,0,1
S01000322,S02000057,S12000034,S37000002,S08000020,6430,10,5,10,5,10,5,10,5,0,1
S01000323,S02000057,S12000034,S37000002,S08000020,5462,9,5,8,4,8,4,8,4,0,0
S01000324,S02000058,S12000034,S37000002,S08000020,6208,10,5,10,5,10,5,10,5,0,1
S01000325,S02000057,S12000034,S37000002,S08000020,5731,9,5,8,4,9,5,9,5,0,1
S01000326,S02000059,S12000034,S37000002,S08000020,4838,8,4,6,3,6,3,6,3,0,0
S01000327,S02000058,S12000034,S37000002,S08000020,6275,10,5,10,5,10,5,10,5,0,1
S01000328,S02000059,S12000034,S37000002,S08000020,4637,8,4,6,3,5,3,5,3,0,0
S01000329,S02000059,S12000034,S37000002,S08000020,3922,6,3,4,2,3,2,3,2,0,0
S01000330,S02000060,S12000034,S37000002,S08000020,5140,8,4,7,4,7,4,7,4,0,0
S01000331,S02000054,S12000034,S37000002,S08000020,4078,7,4,5,3,4,2,4,2,0,0
S01000332,S02000054,S12000034,S37000002,S08000020,5430,9,5,8,4,8,4,8,4,0,0
S01000333,S02000061,S12000034,S37000002,S08000020,5374,9,5,7,4,8,4,8,4,0,0
S01000334,S02000054,S12000034,S37000002,S08000020,5213,8,4,7,4,7,4,7,4,0,0
S01000335,S02000061,S12000034,S37000002,S08000020,4571,7,4,5,3,4,2,4,2,0,0
S01000336,S02000059,S12000034,S37000002,S08000020,4954,8,4,6,3,6,3,6,3,0,0
S01000337,S02000060,S12000034,S37000002,S08000020,5302,9,5,7,4,8,4,8,4,0,0
S01000338,S02000060,S12000034,S37000002,S08000020,4431,7,4,5,3,4,2,4,2,0,0
S01000339,S02000060,S12000034,S37000002,S08000020,6019,10,5,9,5,9,5,9,5,0,1
S01000340,S02000061,S12000034,S37000002,S08000020,5278,9,5,7,4,7,4,7,4,0,0
S01000341,S02000065,S12000034,S37000002,S08000020,4876,8,4,6,3,6,3,6,3,0,0
S01000342,S02000065,S12000034,S37000002,S08000020,3762,6,3,4,2,3,2,3,2,0,0
S01000343,S02000060,S12000034,S37000002,S08000020,5255,9,5,7,4,7,4,7,4,0,0
S01000344,S02000065,S12000034,S37000002,S08000020,4583,7,4,6,3,5,3,5,3,0,0
S01000345,S02000062,S12000034,S37000002,S08000020,5921,10,5,9,5,9,5,9,5,0,1
S01000346,S02000063,S12000034,S37000002,S08000020,6270,10,5,10,5,10,5,10,5,0,1
S01000347,S02000062,S12000034,S37000002,S08000020,5214,8,4,7,4,7,4,7,4,0,0
S01000348,S02000063,S12000034,S37000002,S08000020,6414,10,5,10,5,10,5,10,5,0,1
S01000349,S02000063,S12000034,S37000002,S08000020,5697,9,5,8,4,9,5,9,5,0,1
S01000350,S02000062,S12000034,S37000002,S08000020,6039,10,5,9,5,10,5,10,5,0,1
S01000351,S02000063,S12000034,S37000002,S08000020,6383,10,5,10,5,10,5,10,5,0,1
S01000352,S02000063,S12000034,S37000002,S08000020,6488,10,5,10,5,10,5,10,5,0,1
S01000353,S02000062,S12000034,S37000002,S08000020,6188,10,5,10,5,10,5,10,5,0,1
S01000354,S02000064,S12000034,S37000002,S08000020,4775,8,4,6,3,5,3,5,3,0,0
S01000355,S02000063,S12000034,S37000002,S08000020,6389,10,5,10,5,10,5,10,5,0,1
S01000356,S02000061,S12000034,S37000002,S08000020,5152,8,4,7,4,7,4,7,4,0,0
S01000357,S02000064,S12000034,S37000002,S08000020,6501,10,5,10,5,10,5,10,5,0,1
S01000358,S02000064,S12000034,S37000002,S08000020,6475,10,5,10,5,10,5,10,5,0,1
S01000359,S02000064,S12000034,S37000002,S08000020,6419,10,5,10,5,10,5,10,5,0,1
S01000360,S02000056,S12000034,S37000002,S08000020,3942,6,3,4,2,3,2,3,2,0,0
S01000361,S02000061,S12000034,S37000002,S08000020,5505,9,5,8,4,9,5,9,5,0,0
S01000362,S02000066,S12000034,S37000002,S08000020,5478,9,5,8,4,8,4,8,4,0,0
S01000363,S02000068,S12000034,S37000002,S08000020,5497,9,5,8,4,8,4,8,4,0,0
S01000364,S02000065,S12000034,S37000002,S08000020,4713,8,4,6,3,5,3,5,3,0,0
S01000365,S02000066,S12000034,S37000002,S08000020,5205,8,4,7,4,7,4,7,4,0,0
S01000366,S02000066,S12000034,S37000002,S08000020,5471,9,5,8,4,8,4,8,4,0,0
S01000367,S02000066,S12000034,S37000002,S08000020,5574,9,5,8,4,9,5,9,5,0,1
S01000368,S02000068,S12000034,S37000002,S08000020,5982,10,5,9,5,9,5,9,5,0,1
S01000369,S02000069,S12000034,S37000002,S08000020,4577,7,4,6,3,4,2,4,2,0,0
S01000370,S02000069,S12000034,S37000002,S08000020,5208,8,4,7,4,7,4,7,4,0,0
S01000371,S02000068,S12000034,S37000002,S08000020,4947,8,4,6,3,6,3,6,3,0,0
S01000372,S02000067,S12000034,S37000002,S08000020,5074,8,4,7,4,6,3,6,3,0,0
S01000373,S02000067,S12000034,S37000002,S08000020,6461,10,5,10,5,10,5,10,5,0,1
S01000374,S02000068,S12000034,S37000002,S08000020,6362,10,5,10,5,10,5,10,5,0,1
S01000375,S02000067,S12000034,S37000002,S08000020,3699,6,3,4,2,3,2,3,2,0,0
S01000376,S02000067,S12000034,S37000002,S08000020,3798,6,3,4,2,3,2,3,2,0,0
S01000377,S02000073,S12000034,S37000002,S08000020,5409,9,5,8,4,8,4,8,4,0,0
S01000378,S02000067,S12000034,S37000002,S08000020,5340,9,5,7,4,8,4,8,4,0,0
S01000379,S02000070,S12000034,S37000002,S08000020,5358,9,5,7,4,8,4,8,4,0,0
S01000380,S02000069,S12000034,S37000002,S08000020,5565,9,5,8,4,9,5,9,5,0,1
S01000381,S02000066,S12000034,S37000002,S08000020,5746,9,5,8,4,9,5,9,5,0,1
S01000382,S02000068,S12000034,S37000002,S08000020,5138,8,4,7,4,7,4,7,4,0,0
S01000383,S02000070,S12000034,S37000002,S08000020,4617,7,4,6,3,5,3,5,3,0,0
S01000384,S02000065,S12000034,S37000002,S08000020,3503,6,3,4,2,2,1,2,1,0,0
S01000385,S02000069,S12000034,S37000002,S08000020,4248,7,4,5,3,4,2,4,2,0,0
S01000386,S02000066,S12000034,S37000002,S08000020,4550,7,4,5,3,4,2,4,2,0,0
S01000387,S02000070,S12000034,S37000002,S08000020,4890,8,4,6,3,6,3,6,3,0,0
S01000388,S02000069,S12000034,S37000002,S08000020,5212,8,4,7,4,7,4,7,4,0,0
S01000389,S02000070,S12000034,S37000002,S08000020,5290,9,5,7,4,7,4,7,4,0,0
S01000390,S02000071,S12000034,S37000002,S08000020,3210,5,3,3,2,2,1,2,1,0,0
S01000391,S02000071,S12000034,S37000002,S08000020,4817,8,4,6,3,5,3,5,3,0,0
S01000392,S02000070,S12000034,S37000002,S08000020,5474,9,5,8,4,8,4,8,4,0,0
S01000393,S02000071,S12000034,S37000002,S08000020,4769,8,4,6,3,5,3,5,3,0,0
S01000394,S02000071,S12000034,S37000002,S08000020,4428,7,4,5,3,4,2,4,2,0,0
S01000395,S02000068,S12000034,S37000002,S08000020,5026,8,4,7,4,6,3,6,3,0,0
S01000396,S02000071,S12000034,S37000002,S08000020,3030,5,3,3,2,2,1,2,1,0,0
S01000397,S02000072,S12000034,S37000002,S08000020,5006,8,4,7,4,6,3,6,3,0,0
S01000398,S02000073,S12000034,S37000002,S08000020,5436,9,5,8,4,8,4,8,4,0,0
S01000399,S02000071,S12000034,S37000002,S08000020,3936,6,3,4,2,3,2,3,2,0,0
S01000400,S02000071,S12000034,S37000002,S08000020,3959,6,3,4,2,3,2,3,2,0,0
S01000401,S02000080,S12000034,S37000002,S08000020,5246,9,5,7,4,7,4,7,4,0,0
S01000402,S02000072,S12000034,S37000002,S08000020,5039,8,4,7,4,6,3,6,3,0,0
S01000403,S02000072,S12000034,S37000002,S08000020,5418,9,5,8,4,8,4,8,4,0,0
S01000404,S02000072,S12000034,S37000002,S08000020,6247,10,5,10,5,10,5,10,5,0,1
S01000405,S02000078,S12000034,S37000002,S08000020,5291,9,5,7,4,8,4,8,4,0,0
S01000406,S02000072,S12000034,S37000002,S08000020,3669,6,3,4,2,3,2,3,2,0,0
S01000407,S02000072,S12000034,S37000002,S08000020,3886,6,3,4,2,3,2,3,2,0,0
S01000408,S02000072,S12000034,S37000002,S08000020,6384,10,5,10,5,10,5,10,5,0,1
S01000409,S02000072,S12000034,S37000002,S08000020,5965,10,5,9,5,9,5,9,5,0,1
S01000410,S02000073,S12000034,S37000002,S08000020,5468,9,5,8,4,8,4,8,4,0,0
S01000411,S02000075,S12000034,S37000002,S08000020,5216,8,4,7,4,7,4,7,4,0,0
S01000412,S02000075,S12000034,S37000002,S08000020,5038,8,4,7,4,6,3,6,3,0,0
S01000413,S02000078,S12000034,S37000002,S08000020,5129,8,4,7,4,7,4,7,4,0,0
S01000414,S02000078,S12000034,S37000002,S08000020,5470,9,5,8,4,8,4,8,4,0,0
S01000415,S02000079,S12000034,S37000002,S08000020,4404,7,4,5,3,4,2,4,2,0,0
S01000416,S02000075,S12000034,S37000002,S08000020,5414,9,5,8,4,8,4,8,4,0,0
S01000417,S02000074,S12000034,S37000002,S08000020,5930,10,5,9,5,9,5,9,5,0,1
S01000418,S02000080,S12000034,S37000002,S08000020,4601,7,4,6,3,5,3,5,3,0,0
S01000419,S02000074,S12000034,S37000002,S08000020,4836,8,4,6,3,6,3,6,3,0,0
S01000420,S02000074,S12000034,S37000002,S08000020,5350,9,5,7,4,8,4,8,4,0,0
S01000421,S02000079,S12000034,S37000002,S08000020,5254,9,5,7,4,7,4,7,4,0,0
S01000422,S02000079,S12000034,S37000002,S08000020,5079,8,4,7,4,7,4,7,4,0,0
S01000423,S02000074,S12000034,S37000002,S08000020,5656,9,5,8,4,9,5,9,5,0,1
S01000424,S02000075,S12000034,S37000002,S08000020,4776,8,4,6,3,5,3,5,3,0,0
S01000425,S02000075,S12000034,S37000002,S08000020,4666,8,4,6,3,5,3,5,3,0,0
S01000426,S02000073,S12000034,S37000002,S08000020,5060,8,4,7,4,6,3,6,3,0,0
S01000427,S02000076,S12000034,S37000002,S08000020,5398,9,5,8,4,8,4,8,4,0,0
S01000428,S02000076,S12000034,S37000002,S08000020,5723,9,5,8,4,9,5,9,5,0,1
S01000429,S02000076,S12000034,S37000002,S08000020,6284,10,5,10,5,10,5,10,5,0,1
S01000430,S02000077,S12000034,S37000002,S08000020,5673,9,5,8,4,9,5,9,5,0,1
S01000431,S02000076,S12000034,S37000002,S08000020,2670,4,2,2,1,1,1,1,1,0,0
S01000432,S02000076,S12000034,S37000002,S08000020,6027,10,5,9,5,9,5,9,5,0,1
S01000433,S02000077,S12000034,S37000002,S08000020,4777,8,4,6,3,5,3,5,3,0,0
S01000434,S02000077,S12000034,S37000002,S08000020,3684,6,3,4,2,3,2,3,2,0,0
S01000435,S02000077,S12000034,S37000002,S08000020,5626,9,5,8,4,9,5,9,5,0,1
S01000436,S02000077,S12000034,S37000002,S08000020,6242,10,5,10,5,10,5,10,5,0,1
S01000437,S02000077,S12000034,S37000002,S08000020,5025,8,4,7,4,6,3,6,3,0,0
S01000438,S02000077,S12000034,S37000002,S08000020,6476,10,5,10,5,10,5,10,5,0,1
S01000439,S02000078,S12000034,S37000002,S08000020,4477,7,4,5,3,4,2,4,2,0,0
S01000440,S02000079,S12000034,S37000002,S08000020,4855,8,4,6,3,6,3,6,3,0,0
S01000441,S02000080,S12000034,S37000002,S08000020,3075,5,3,3,2,2,1,2,1,0,0
S01000442,S02000075,S12000034,S37000002,S08000020,5277,9,5,7,4,7,4,7,4,0,0
S01000443,S02000081,S12000034,S37000002,S08000020,4960,8,4,6,3,6,3,6,3,0,0
S01000444,S02000078,S12000034,S37000002,S08000020,4920,8,4,6,3,6,3,6,3,0,0
S01000445,S02000082,S12000034,S37000002,S08000020,4759,8,4,6,3,5,3,5,3,0,0
S01000446,S02000078,S12000034,S37000002,S08000020,4766,8,4,6,3,5,3,5,3,0,0
S01000447,S02000081,S12000034,S37000002,S08000020,4880,8,4,6,3,6,3,6,3,0,0
S01000448,S02000081,S12000034,S37000002,S08000020,4436,7,4,5,3,4,2,4,2,0,0
S01000449,S02000082,S12000034,S37000002,S08000020,3528,6,3,4,2,2,1,2,1,0,0
S01000450,S02000082,S12000034,S37000002,S08000020,5163,8,4,7,4,7,4,7,4,0,0
S01000451,S02000075,S12000034,S37000002,S08000020,4826,8,4,6,3,5,3,5,3,0,0
S01000452,S02000081,S12000034,S37000002,S08000020,4080,7,4,5,3,4,2,4,2,0,0
S01000453,S02000079,S12000034,S37000002,S08000020,4246,7,4,5,3,4,2,4,2,0,0
S01000454,S02000081,S12000034,S37000002,S08000020,4095,7,4,5,3,4,2,4,2,0,0
S01000455,S02000082,S12000034,S37000002,S08000020,3050,5,3,3,2,2,1,2,1,0,0
S01000456,S02000080,S12000034,S37000002,S08000020,4331,7,4,5,3,4,2,4,2,0,0
S01000457,S02000083,S12000034,S37000002,S08000020,5650,9,5,8,4,9,5,9,5,0,1
S01000458,S02000084,S12000034,S37000002,S08000020,4793,8,4,6,3,5,3,5,3,0,0
S01000459,S02000083,S12000034,S37000002,S08000020,3676,6,3,4,2,3,2,3,2,0,0
S01000460,S02000083,S12000034,S37000002,S08000020,1940,3,2,2,1,1,1,1,1,0,0
S01000461,S02000083,S12000034,S37000002,S08000020,2763,5,3,2,1,2,1,2,1,0,0
S01000462,S02000083,S12000034,S37000002,S08000020,3361,6,3,3,2,2,1,2,1,0,0
S01000463,S02000082,S12000034,S37000002,S08000020,3235,5,3,3,2,2,1,2,1,0,0
S01000464,S02000080,S12000034,S37000002,S08000020,4031,7,4,5,3,4,2,4,2,0,0
S01000465,S02000084,S12000034,S37000002,S08000020,4818,8,4,6,3,5,3,5,3,0,0
S01000466,S02000087,S12000034,S37000002,S08000020,4224,7,4,5,3,4,2,4,2,0,0
S01000467,S02000082,S12000034,S37000002,S08000020,3398,6,3,3,2,2,1,2,1,0,0
S01000468,S02000081,S12000034,S37000002,S08000020,4185,7,4,5,3,4,2,4,2,0,0
S01000469,S02000085,S12000034,S37000002,S08000020,6146,10,5,9,5,10,5,10,5,0,1
S01000470,S02000085,S12000034,S37000002,S08000020,5833,9,5,9,5,9,5,9,5,0,1
S01000471,S02000092,S12000034,S37000002,S08000020,4523,7,4,5,3,4,2,4,2,0,0
S01000472,S02000085,S12000034,S37000002,S08000020,4103,7,4,5,3,4,2,4,2,0,0
S01000473,S02000085,S12000034,S37000002,S08000020,2829,5,3,2,1,2,1,2,1,0,0
S01000474,S02000087,S12000034,S37000002,S08000020,3696,6,3,4,2,3,2,3,2,0,0
S01000475,S02000085,S12000034,S37000002,S08000020,3644,6,3,4,2,3,2,3,2,0,0
S01000476,S02000084,S12000034,S37000002,S08000020,3987,6,3,5,3,4,2,4,2,0,0
S01000477,S02000085,S12000034,S37000002,S08000020,4302,7,4,5,3,4,2,4,2,0,0
S01000478,S02000086,S12000034,S37000002,S08000020,2690,4,2,2,1,1,1,1,1,0,0
S01000479,S02000086,S12000034,S37000002,S08000020,2429,4,2,2,1,1,1,1,1,0,0
S01000480,S02000084,S12000034,S37000002,S08000020,5481,9,5,8,4,8,4,8,4,0,0
S01000481,S02000092,S12000034,S37000002,S08000020,3796,6,3,4,2,3,2,3,2,0,0
S01000482,S02000088,S12000034,S37000002,S08000020,1396,3,2,1,1,1,1,1,1,0,0
S01000483,S02000086,S12000034,S37000002,S08000020,2210,4,2,2,1,1,1,1,1,0,0
S01000484,S02000088,S12000034,S37000002,S08000020,3065,5,3,3,2,2,1,2,1,0,0
S01000485,S02000089,S12000034,S37000002,S08000020,5942,10,5,9,5,9,5,9,5,0,1
S01000486,S02000088,S12000034,S37000002,S08000020,569,1,1,1,1,1,1,1,1,1,0
S01000487,S02000088,S12000034,S37000002,S08000020,3451,6,3,3,2,2,1,2,1,0,0
S01000488,S02000089,S12000034,S37000002,S08000020,2281,4,2,2,1,1,1,1,1,0,0
S01000489,S02000088,S12000034,S37000002,S08000020,925,2,1,1,1,1,1,1,1,1,0
S01000490,S02000089,S12000034,S37000002,S08000020,5903,10,5,9,5,9,5,9,5,0,1
S01000491,S02000088,S12000034,S37000002,S08000020,940,2,1,1,1,1,1,1,1,1,0
S01000492,S02000088,S12000034,S37000002,S08000020,1864,3,2,2,1,1,1,1,1,0,0
S01000493,S02000093,S12000034,S37000002,S08000020,4042,7,4,5,3,4,2,4,2,0,0
S01000494,S02000088,S12000034,S37000002,S08000020,1850,3,2,2,1,1,1,1,1,0,0
S01000495,S02000089,S12000034,S37000002,S08000020,4976,8,4,7,4,6,3,6,3,0,0
S01000496,S02000089,S12000034,S37000002,S08000020,5720,9,5,8,4,9,5,9,5,0,1
S01000497,S02000093,S12000034,S37000002,S08000020,4937,8,4,6,3,6,3,6,3,0,0
S01000498,S02000090,S12000034,S37000002,S08000020,5287,9,5,7,4,7,4,7,4,0,0
S01000499,S02000090,S12000034,S37000002,S08000020,4802,8,4,6,3,5,3,5,3,0,0
S01000500,S02000090,S12000034,S37000002,S08000020,2491,4,2,2,1,1,1,1,1,0,0
S01000501,S02000090,S12000034,S37000002,S08000020,4133,7,4,5,3,4,2,4,2,0,0
S01000502,S02000093,S12000034,S37000002,S08000020,3579,6,3,4,2,3,2,3,2,0,0
S01000503,S02000093,S12000034,S37000002,S08000020,3182,5,3,3,2,2,1,2,1,0,0
S01000504,S02000091,S12000034,S37000002,S08000020,4239,7,4,5,3,4,2,4,2,0,0
S01000505,S02000092,S12000034,S37000002,S08000020,4287,7,4,5,3,4,2,4,2,0,0
S01000506,S02000087,S12000034,S37000002,S08000020,4700,8,4,6,3,5,3,5,3,0,0
S01000507,S02000091,S12000034,S37000002,S08000020,3573,6,3,4,2,3,2,3,2,0,0
S01000508,S02000094,S12000034,S37000002,S08000020,3941,6,3,4,2,3,2,3,2,0,0
S01000509,S02000091,S12000034,S37000002,S08000020,4779,8,4,6,3,5,3,5,3,0,0
S01000510,S02000091,S12000034,S37000002,S08000020,3553,6,3,4,2,2,1,2,1,0,0
S01000511,S02000093,S12000034,S37000002,S08000020,4882,8,4,6,3,6,3,6,3,0,0
S01000512,S02000091,S12000034,S37000002,S08000020,5393,9,5,8,4,8,4,8,4,0,0
S01000513,S02000095,S12000034,S37000002,S08000020,2667,4,2,2,1,1,1,1,1,0,0
S01000514,S02000087,S12000034,S37000002,S08000020,3392,6,3,3,2,2,1,2,1,0,0
S01000515,S02000092,S12000034,S37000002,S08000020,4164,7,4,5,3,4,2,4,2,0,0
S01000516,S02000092,S12000034,S37000002,S08000020,4154,7,4,5,3,4,2,4,2,0,0
S01000517,S02000096,S12000034,S37000002,S08000020,3581,6,3,4,2,3,2,3,2,0,0
S01000518,S02000093,S12000034,S37000002,S08000020,3985,6,3,5,3,4,2,4,2,0,0
S01000519,S02000093,S12000034,S37000002,S08000020,4659,8,4,6,3,5,3,5,3,0,0
S01000520,S02000095,S12000034,S37000002,S08000020,3718,6,3,4,2,3,2,3,2,0,0
S01000521,S02000094,S12000034,S37000002,S08000020,2330,4,2,2,1,1,1,1,1,0,0
S01000522,S02000094,S12000034,S37000002,S08000020,3550,6,3,4,2,2,1,2,1,0,0
S01000523,S02000092,S12000034,S37000002,S08000020,2543,4,2,2,1,1,1,1,1,0,0
S01000524,S02000092,S12000034,S37000002,S08000020,3339,5,3,3,2,2,1,2,1,0,0
S01000525,S02000097,S12000034,S37000002,S08000020,3716,6,3,4,2,3,2,3,2,0,0
S01000526,S02000096,S12000034,S37000002,S08000020,3722,6,3,4,2,3,2,3,2,0,0
S01000527,S02000098,S12000034,S37000002,S08000020,4578,7,4,6,3,5,3,5,3,0,0
S01000528,S02000095,S12000034,S37000002,S08000020,3940,6,3,4,2,3,2,3,2,0,0
S01000529,S02000096,S12000034,S37000002,S08000020,2617,4,2,2,1,1,1,1,1,0,0
S01000530,S02000098,S12000034,S37000002,S08000020,3963,6,3,4,2,3,2,3,2,0,0
S01000531,S02000094,S12000034,S37000002,S08000020,2702,4,2,2,1,1,1,1,1,0,0
S01000532,S02000099,S12000034,S37000002,S08000020,2924,5,3,3,2,2,1,2,1,0,0
S01000533,S02000098,S12000034,S37000002,S08000020,3132,5,3,3,2,2,1,2,1,0,0
S01000534,S02000099,S12000034,S37000002,S08000020,2545,4,2,2,1,1,1,1,1,0,0
S01000535,S02000100,S12000034,S37000002,S08000020,3749,6,3,4,2,3,2,3,2,0,0
S01000536,S02000097,S12000034,S37000002,S08000020,3973,6,3,5,3,3,2,3,2,0,0
S01000537,S02000098,S12000034,S37000002,S08000020,3843,6,3,4,2,3,2,3,2,0,0
S01000538,S02000099,S12000034,S37000002,S08000020,3665,6,3,4,2,3,2,3,2,0,0
S01000539,S02000099,S12000034,S37000002,S08000020,2119,4,2,2,1,1,1,1,1,0,0
S01000540,S02000100,S12000034,S37000002,S08000020,3082,5,3,3,2,2,1,2,1,0,0
S01000541,S02000099,S12000034,S37000002,S08000020,3130,5,3,3,2,2,1,2,1,0,0
S01000542,S02000100,S12000034,S37000002,S08000020,3498,6,3,3,2,2,1,2,1,0,0
S01000543,S02000098,S12000034,S37000002,S08000020,4214,7,4,5,3,4,2,4,2,0,0
S01000544,S02000096,S12000034,S37000002,S08000020,3229,5,3,3,2,2,1,2,1,0,0
S01000545,S02000100,S12000034,S37000002,S08000020,2937,5,3,3,2,2,1,2,1,0,0
S01000546,S02000100,S12000034,S37000002,S08000020,2770,5,3,2,1,2,1,2,1,0,0
S01000547,S02000098,S12000034,S37000002,S08000020,3610,6,3,4,2,3,2,3,2,0,0
S01000548,S02000095,S12000034,S37000002,S08000020,3480,6,3,3,2,2,1,2,1,0,0
S01000549,S02000101,S12000034,S37000002,S08000020,5110,8,4,7,4,7,4,7,4,0,0
S01000550,S02000101,S12000034,S37000002,S08000020,6263,10,5,10,5,10,5,10,5,0,1
S01000551,S02000097,S12000034,S37000002,S08000020,3901,6,3,4,2,3,2,3,2,0,0
S01000552,S02000101,S12000034,S37000002,S08000020,5519,9,5,8,4,9,5,9,5,0,0
S01000553,S02000101,S12000034,S37000002,S08000020,5137,8,4,7,4,7,4,7,4,0,0
S01000554,S02000102,S12000034,S37000002,S08000020,2273,4,2,2,1,1,1,1,1,0,0
S01000555,S02000097,S12000034,S37000002,S08000020,3123,5,3,3,2,2,1,2,1,0,0
S01000556,S02000102,S12000034,S37000002,S08000020,2107,4,2,2,1,1,1,1,1,0,0
S01000557,S02000103,S12000034,S37000002,S08000020,3860,6,3,4,2,3,2,3,2,0,0
S01000558,S02000101,S12000034,S37000002,S08000020,4856,8,4,6,3,6,3,6,3,0,0
S01000559,S02000103,S12000034,S37000002,S08000020,2660,4,2,2,1,1,1,1,1,0,0
S01000560,S02000102,S12000034,S37000002,S08000020,1775,3,2,1,1,1,1,1,1,0,0
S01000561,S02000103,S12000034,S37000002,S08000020,3055,5,3,3,2,2,1,2,1,0,0
S01000562,S02000104,S12000034,S37000002,S08000020,1745,3,2,1,1,1,1,1,1,0,0
S01000563,S02000104,S12000034,S37000002,S08000020,901,2,1,1,1,1,1,1,1,1,0
S01000564,S02000104,S12000034,S37000002,S08000020,620,1,1,1,1,1,1,1,1,1,0
S01000565,S02000098,S12000034,S37000002,S08000020,2430,4,2,2,1,1,1,1,1,0,0
S01000566,S02000104,S12000034,S37000002,S08000020,2211,4,2,2,1,1,1,1,1,0,0
S01000567,S02000098,S12000034,S37000002,S08000020,1883,3,2,2,1,1,1,1,1,0,0
S01000568,S02000098,S12000034,S37000002,S08000020,3551,6,3,4,2,2,1,2,1,0,0
S01000569,S02000105,S12000041,S37000003,S08000030,5065,8,4,8,4,9,5,9,5,0,0
S01000570,S02000105,S12000041,S37000003,S08000030,4296,7,4,6,3,6,3,6,3,0,0
S01000571,S02000106,S12000041,S37000003,S08000030,3131,5,3,4,2,4,2,4,2,0,0
S01000572,S02000105,S12000041,S37000003,S08000030,5570,9,5,9,5,10,5,10,5,0,1
S01000573,S02000105,S12000041,S37000003,S08000030,6074,10,5,10,5,10,5,10,5,0,1
S01000574,S02000106,S12000041,S37000003,S08000030,6213,10,5,10,5,10,5,10,5,0,1
S01000575,S02000106,S12000041,S37000003,S08000030,5419,9,5,9,5,9,5,9,5,0,0
S01000576,S02000106,S12000041,S37000003,S08000030,5661,9,5,10,5,10,5,10,5,0,1
